71,0,0,5,4,1,0.13793103448275867,1,171,0.19579486966882687,1,5162,0,0
47,0,0,5,0,0,0.0,1,83,0.0,0,15209,0,0
73,0,1,3,2,2,0.16666666666666663,1,138,0.13445582575474885,3,12315,2,0
53,0,1,3,2,2,0.16666666666666663,1,205,0.12879430423000365,3,14580,2,0
48,0,0,10,0,1,0.0,0,498,0.07837125370524713,0,31329,0,0
73,0,0,5,4,1,0.12903225806451613,1,171,0.19579486966882687,1,5164,0,0
72,0,0,5,4,1,0.1333333333333333,1,171,0.19579486966882687,1,5163,0,0
74,0,0,5,4,1,0.15625,1,171,0.19579486966882687,1,5165,0,0
73,0,0,5,4,1,0.12903225806451613,1,171,0.19579486966882687,1,5164,0,0
74,0,0,5,4,1,0.125,1,171,0.19579486966882687,1,5165,0,0
73,0,0,5,4,1,0.12903225806451613,1,171,0.19579486966882687,1,5164,0,0
72,0,0,5,4,1,0.1333333333333333,1,171,0.19579486966882687,1,5163,0,0
49,0,0,1,1,2,0.19999999999999996,0,3050,0.030915317463272286,1,20528,0,0
54,0,0,0,0,1,0.19999999999999996,0,885,0.0664100279746643,0,8511,0,0
45,0,0,5,0,0,0.0,1,83,0.0,0,15181,0,0
73,0,1,4,4,0,0.1071428571428571,1,171,0.19579486966882687,1,4642,0,0
47,0,0,18,1,1,0.0,0,565,0.09709360285341762,4,32751,0,0
27,0,1,0,0,1,0.11764705882352944,1,340,0.027830805698968186,2,9167,0,0
65,0,0,8,0,1,0.0,1,124,0.0,0,17752,0,0
73,0,1,3,2,2,0.16666666666666663,1,138,0.13445582575474885,3,12316,2,0
63,0,1,3,2,2,0.16666666666666663,1,205,0.12879430423000365,3,14582,2,0
47,0,0,5,0,0,0.0,1,83,0.0,0,15209,0,0
42,0,0,7,0,1,0.0,0,136,0.0,0,16932,0,0
74,0,0,5,4,1,0.125,1,171,0.19579486966882687,1,5165,0,0
44,0,1,0,0,1,0.16666666666666663,1,216,0.004212205687272368,1,7720,0,0
39,0,0,6,6,0,0.11111111111111116,1,276,0.128993127092881,1,4594,0,0
48,0,0,18,1,1,0.0,0,586,0.12085935454642552,1,32682,0,0
48,0,0,16,15,2,0.16000000000000003,1,3947,0.04018408842613738,0,35919,0,0
45,0,0,6,0,1,0.0,0,121,0.0,0,15997,0,0
41,0,0,7,0,1,0.0,0,136,0.0,0,16923,0,0
43,0,0,7,0,1,0.0,0,136,0.0,0,16963,0,0
44,0,1,0,0,1,0.16666666666666663,1,216,0.004212205687272368,1,7719,0,0
73,0,1,3,2,2,0.16666666666666663,1,138,0.13445582575474885,3,12315,2,0
63,0,1,3,2,2,0.16666666666666663,1,205,0.12879430423000365,3,14581,2,0
41,0,0,18,1,1,0.0,0,581,0.11054750114067753,1,32595,0,0
35,0,0,30,30,2,0.0,1,282,0.11156879501361718,0,15002,0,0
44,0,0,18,1,1,0.0,0,586,0.12085935454642552,1,32626,0,0
44,0,0,6,6,0,0.08695652173913049,1,276,0.12333249065340683,1,4594,0,0
41,0,0,0,0,1,0.1333333333333333,1,340,0.027830805698968186,2,9181,0,0
44,0,0,7,0,1,0.0,0,136,0.0,0,16996,0,0
68,0,0,5,4,1,0.15384615384615385,1,171,0.19579486966882687,1,5159,0,0
44,0,0,7,0,1,0.0,0,144,0.0,0,17046,0,0
69,0,0,5,4,1,0.18518518518518523,1,171,0.19579486966882687,1,5160,0,0
34,0,0,0,0,1,0.13043478260869568,1,340,0.027830805698968186,2,9174,0,0
34,0,0,30,30,2,0.0,1,282,0.11156879501361718,0,15002,0,0
33,0,1,3,0,0,0.0,1,406,0.10053599594892351,2,5416,0,0
50,0,0,5,0,0,0.0,1,83,0.0,0,15251,0,0
70,0,0,5,4,1,0.16666666666666663,1,160,0.14330119899263485,1,5274,0,0
47,0,0,5,0,0,0.0,1,83,0.0,0,15209,0,0
61,0,0,18,13,1,0.1578947368421053,0,715,0.06397074530977619,0,30015,0,1
106,0,0,4,0,2,0.25,0,3405,0.029468125880281564,0,21721,0,1
24,0,0,35,13,14,0.07692307692307687,0,1612,0.09282322881050019,1,23884,0,1
53,0,0,5,0,0,0.0,0,687,0.06654402016500421,1,9993,0,1
71,0,0,10,5,0,0.25,0,23352,0.0011052740304694241,0,71541,0,1
50,0,0,14,2,5,0.0,0,768,0.13644806414425367,0,12733,0,1
165,0,0,20,4,18,0.06666666666666665,0,2250,0.09224436848108258,7,30366,5,1
48,0,0,101,15,12,0.33333333333333337,0,3018,0.18757621405035516,3,69263,1,1
